id,question,option_a,option_b,option_c,option_d,answer
2019_q40,Which of the following actions will most likely infringe copyright in Hong Kong?,Using peer-to-peer file sharing software to share personal videos,Broadcasting a street view live through a social media web site,Uploading TV programmes to a personal web site and sharing them with friends,Using peer-to-peer file sharing software to search for an audio file,C
2020_q1,"A Hong Kong identity card number is wrongly entered into a computer system, as shown below: | Original number | Wrong input | | A123456(3) | A213456(3) | Which of the following can help detect this error? (1) Range check (2) Input data twice (3) Check digit",(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",C
2020_q2,Which of the following decimal values is equivalent to 1010 0001 in 8-bit two's complement representation?,33,-33,95,-95,D
2020_q3,Amy uses JPG format instead of BMP format when scanning photos. What is/are the possible reason(s) for this? (1) To decrease the file size of the photos (2) To increase the number of pixels per photo (3) To increase the number of colours displayed,(1) only,(2) only,(1) and (3) only,(2) and (3) only,A
2020_q4,A company has 30 000 employees. Each employee has a staff number. What is the minimum number of bits required to represent the staff numbers?,5,14,15,32,C
2020_q5,Assume that X = 2 and Y = 3. Which of the following Boolean expressions returns TRUE?,(X > Y) AND (Y > 4)) OR (1 > X),(X < Y) AND (Y > 4)) OR (1 > X),(X > Y) AND (Y < 4) OR (1 < X),(X < Y) AND (Y < 4) OR (1 < X),D
2020_q6,"Which of the following character sets can be used to represent simplified Chinese characters, traditional Chinese characters and English characters? (1) ASCII (2) Unicode (3) GB code",(1) only,(2) only,(1) and (3) only,(2) and (3) only,B
2020_q7,What of the following is/are the benefit(s) of e-government? (1) Government information can be more easily accessed by the public in digital format. (2) The data security of the government information is enhanced. (3) The digital divide in society can be closed.,(1) only,(2) only,(1) and (3) only,(2) and (3) only,A
2020_q8,Mary sends an email with a document in PDF instead of DOC format. What is/are the possible reason(s) for this? (1) The document can be encrypted. (2) The page layout of the document can be preserved. (3) Multimedia elements can be included.,(1) only,(2) only,(1) and (3) only,(2) and (3) only,B
2020_q9,Ms Li plans to design and produce student result slips using student information and examination marks stored in a database. What should she do?,Create reports using database software.,Create hyperlinks to the database using word processing software.,Create SQL commands using spreadsheet software.,Import data and create a pivot table using spreadsheet software.,A
2020_q10,For which of the following tasks should spreadsheet 'what-if' scenarios be created? (1) Find the students who are awarded 90 marks or above in a Mathematics examination. (2) Estimate the cost of a product produced by different manufacturers. (3) Create a chart of monthly average temperatures.,(1) only,(2) only,(1) and (3) only,(2) and (3) only,B
2020_q11,,,,,,D
2020_q12,,,,,,D
2020_q13,Which of the following processes is an example of data collection?,Taking Towngas meter readings,Inserting a bank card into an automated teller machine,Putting a photo on a scanner for scanning,Entering test marks written on a mark sheet into a spreadsheet,A
2020_q14,,,,,,A
2020_q15,,,,,,C
2020_q16,Which of the following is not an advantage of an SSD over a hard drive?,Consumes less electricity.,Generates less heat.,Supports random access.,Provides a higher access speed.,C
2020_q17,Which of the following descriptions of a driver program is correct?,Enables the operating system to manage files.,Enables the operating system to control a scanner.,Monitors the status of virus checking.,Monitors the usage of RAM.,B
2020_q18,,,,,,A
2020_q19,,,,,,A
2020_q20,"In order to allow all desktop computers to connect to the wireless printer, which of the following actions should be taken?",The AP should be installed between the switch and teacher's computer.,The teacher's computer should be turned on.,The switch should be replaced by a router.,The wireless printer should be connected to the AP.,D
2020_q21,Which of the following only support(s) sequential access? (1) DVD-RW (2) Magnetic tape (3) Flash memory,(1) only,(2) only,(1) and (3) only,(2) and (3) only,B
2020_q22,Which of the following statements about the components in a computer is not correct?,The arithmetic and logic unit (ALU) is used to perform arithmetic operations.,The accumulator is a register that stores arithmetic and logic results.,The data transfer rate of registers is higher than that of the main memory.,Data buses are used to transfer control signals between the main board and input/output devices.,D
2020_q23,Which of the following is not appropriate for enhancing students' information literacy?,Watching documentaries about the ocean online,Searching for the installation password of a software package through an online discussion forum,Reading school newsletters through the school intranet,Finding the history of computers through the Internet,B
2020_q24,Which of the following can improve the quality of video conferencing? (1) A camera with a higher resolution (2) A larger storage capacity (3) A higher network bandwidth,(1) only,(2) only,(1) and (3) only,(2) and (3) only,C
2020_q25,Which of the following protocols is/are involved when browsing https://www.gov.hk? (1) FTP (2) IP (3) DNS,(1) only,(2) only,(1) and (3) only,(2) and (3) only,D
2020_q26,Which of the following can be used to identify a host computer on the Internet? (1) Email address (2) IP address (3) Computer name,(1) only,(2) only,(1) and (3) only,(2) and (3) only,B
2020_q27,What is the main function of a network interface card?,To find a route for sending data packets,To make a computer communicate over a network,To enhance the security level of a communication link,To support satellite communication,B
2020_q28,"When Eva logs on to a web site, she will receive an SMS message on her phone with a password. What is the SMS message about?",Parity checking,Digital watermark,Digital signature,Authentication,D
2020_q29,,,,,,C
2020_q30,,,,,,A
2020_q31,,,,,,C
2020_q32,,,,,,B
2020_q33,,,,,,D
2020_q34,"A bank updates its automatic teller machine system with new restrictions on cash withdrawals, as follows: - Available cash notes $100, $500 and $1000 - Minimum withdrawal amount = $200 - Maximum withdrawal amount = $10 000 Which of the following sets of withdrawal amounts should be used as test data for this system update?","50, 500, 7 000, 8 000, 9 000, 10 000","100, 200, 300, 500, 1 000, 30 000","100, 200, 600, 950, 10 000, 11 000","100, 1 000, 15 000, 20 000, 25 000, 30 000",C
2020_q35,A student is addicted to online gaming and plays more than 8 hours every day. Which of the following health problems might he encounter? (1) Sleep problems (2) Vision problems (3) Emotional problems,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",D
2020_q36,"In a computer network, which of the following can protect a user's privacy from a hacker attack? (1) Create backup of data. (2) Update the operating system. (3) Install a firewall.",(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",C
2020_q37,What is/are the major characteristic(s) of open source software? (1) Developers can set the selling price. (2) Users can change the source code. (3) All functions of the software can be used during the trial period.,(1) only,(2) only,(1) and (3) only,(2) and (3) only,B
2020_q38,"An online shop collects its members' personal information. Which of the following actions is/are not appropriate without members' consent? (1) The shop encrypts and uploads all personal information to cloud storage. (2) The shop sends all personal information to other online shops which provide other services to members. (3) When a member unregisters his/her membership, the shop keeps the personal information permanently to help with his/her re-registration in the future.",(1) only,(2) only,(1) and (3) only,(2) and (3) only,D
2020_q39,,,,,,A
2020_q40,,,,,,C
